No,Date,DateOfWeek,Eat In,TotalNetSales,Forecast,VarianceÂ (NetÂ SalesÂ -Â LastÂ Year),Is_Holiday,Holiday_Name,temp,feelslike,conditions,description,icon
1,17/05/2021,Mon,1318.37,2118.92,2500.0,933.34,0,,10.6,9.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
2,18/05/2021,Tue,1779.13,2255.63,2500.0,846.74,0,,10.2,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
3,19/05/2021,Wed,2033.29,2713.71,2500.0,1069.98,0,,10.3,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
4,20/05/2021,Thu,2145.98,3019.6,2800.0,1043.05,0,,10.0,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
5,21/05/2021,Fri,3511.22,5420.47,3500.0,2817.46,0,,9.4,6.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
6,22/05/2021,Sat,4096.35,5407.81,6500.0,1141.8,0,,9.7,7.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
7,23/05/2021,Sun,2387.7,2603.24,2500.0,-239.29,0,,8.0,5.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
8,24/05/2021,Mon,2034.94,2716.83,2500.0,1690.78,0,,8.3,6.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
9,25/05/2021,Tue,1602.34,2377.33,2500.0,1364.75,0,,9.0,7.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
10,26/05/2021,Wed,1639.54,2661.54,2500.0,1811.66,0,,9.8,8.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
11,27/05/2021,Thu,1991.85,2882.54,2850.0,1981.75,0,,12.7,12.6,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
12,28/05/2021,Fri,3416.29,5789.69,3750.0,4478.27,0,,13.2,13.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
13,29/05/2021,Sat,3870.7,4955.62,6850.0,4145.92,0,,15.7,15.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14,30/05/2021,Sun,1397.15,1784.58,3000.0,1403.15,0,,14.3,14.2,Clear,Clear conditions throughout the day.,clear-day
15,31/05/2021,Mon,2421.58,2949.36,3500.0,2949.36,1,Spring Bank Holiday,14.9,14.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16,01/06/2021,Tue,2015.48,2686.77,2850.0,2686.77,0,,17.8,17.8,Clear,Clear conditions throughout the day.,clear-day
17,02/06/2021,Wed,2682.63,3311.22,2800.0,3311.22,0,,17.3,17.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
18,03/06/2021,Thu,2616.12,3547.22,3000.0,3547.22,0,,14.2,14.2,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
19,04/06/2021,Fri,2067.97,3650.97,4500.0,3650.97,0,,13.2,13.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
20,05/06/2021,Sat,2788.38,4080.44,5850.0,4080.44,0,,14.3,14.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
21,06/06/2021,Sun,1620.2,1855.65,2700.0,1855.65,0,,15.9,15.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
22,07/06/2021,Mon,1382.6,1971.61,2500.0,1971.61,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
23,08/06/2021,Tue,919.22,1597.16,2500.0,1597.16,0,,14.7,14.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24,09/06/2021,Wed,1234.13,2165.1,2500.0,2165.1,0,,15.8,15.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25,10/06/2021,Thu,1487.58,2073.78,2850.0,2073.78,0,,17.3,17.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
26,11/06/2021,Fri,2054.82,3812.14,4500.0,3812.14,0,,16.2,16.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
27,12/06/2021,Sat,2786.27,4007.34,5500.0,4007.34,0,,15.7,15.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
28,13/06/2021,Sun,1078.57,1349.09,2900.0,1349.09,0,,18.8,18.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
29,14/06/2021,Mon,871.09,1223.39,2000.0,1223.39,0,,17.7,17.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30,15/06/2021,Tue,1030.08,1848.13,1900.0,1848.13,0,,16.8,16.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31,16/06/2021,Wed,1166.25,1435.63,2000.0,1435.63,0,,17.4,17.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
32,17/06/2021,Thu,2845.37,3879.67,2000.0,3879.67,0,,15.6,15.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
33,18/06/2021,Fri,2319.24,3965.59,3000.0,3965.59,0,,13.8,13.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
34,19/06/2021,Sat,3802.54,5165.3,4500.0,5165.3,0,,12.7,12.7,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
35,20/06/2021,Sun,2699.18,3380.8,2900.0,3380.8,0,,13.0,13.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
36,21/06/2021,Mon,840.03,1272.06,2000.0,1272.06,0,,12.3,12.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
37,22/06/2021,Tue,1347.7,2078.34,1900.0,2078.34,0,,12.9,12.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
38,23/06/2021,Wed,1162.39,2075.34,2500.0,2075.34,0,,14.1,13.9,Clear,Clear conditions throughout the day.,clear-day
39,24/06/2021,Thu,2449.62,3240.89,2600.0,3240.89,0,,15.2,15.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
40,25/06/2021,Fri,2793.53,4528.16,4000.0,4528.16,0,,13.9,13.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
41,26/06/2021,Sat,3775.89,5299.85,5000.0,5299.85,0,,15.0,15.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
42,27/06/2021,Sun,2410.82,2791.41,3000.0,2791.41,0,,15.2,15.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
43,28/06/2021,Mon,1882.19,2990.55,2200.0,2990.55,0,,14.3,14.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
44,29/06/2021,Tue,1565.99,2603.53,2000.0,2603.53,0,,15.0,15.0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
45,30/06/2021,Wed,2290.63,3297.11,2500.0,3297.11,0,,16.7,16.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
46,01/07/2021,Thu,1744.05,2950.13,2700.0,2950.13,0,,16.0,16.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
47,02/07/2021,Fri,2227.78,4131.4,4500.0,4131.4,0,,16.7,16.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
48,03/07/2021,Sat,3848.9,5814.83,5000.0,5814.83,0,,16.0,16.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
49,04/07/2021,Sun,2654.63,3035.89,3000.0,3035.89,0,,15.5,15.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
50,05/07/2021,Mon,2059.16,2828.43,2500.0,2828.43,0,,14.2,14.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
51,06/07/2021,Tue,2021.25,2714.48,2500.0,2714.48,0,,14.0,14.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
52,07/07/2021,Wed,1389.81,2630.77,2500.0,2630.77,0,,15.1,15.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
53,08/07/2021,Thu,1861.13,2897.49,2650.0,2897.49,0,,16.4,16.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
54,09/07/2021,Fri,2886.93,4003.73,4000.0,4003.73,0,,15.3,15.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
55,10/07/2021,Sat,4487.52,6167.47,5000.0,6167.47,0,,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
56,11/07/2021,Sun,2425.48,3275.24,3000.0,3275.24,0,,13.7,13.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
57,12/07/2021,Mon,1401.4,1553.7,2500.0,1553.7,0,,15.3,15.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
58,13/07/2021,Tue,2205.4,2948.74,2300.0,2948.74,0,,17.5,17.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
59,14/07/2021,Wed,1384.29,2202.05,2600.0,2202.05,0,,17.8,17.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
60,15/07/2021,Thu,1652.14,2593.65,2850.0,2593.65,0,,18.2,18.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
61,16/07/2021,Fri,1807.98,3425.17,3850.0,3425.17,0,,20.2,20.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
62,17/07/2021,Sat,2183.87,3732.45,5000.0,3732.45,0,,22.2,22.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
63,18/07/2021,Sun,814.71,1585.59,3000.0,1585.59,0,,23.2,23.4,Clear,Clear conditions throughout the day.,clear-day
64,19/07/2021,Mon,1506.62,2506.71,2500.0,2506.71,0,,23.6,23.8,Clear,Clear conditions throughout the day.,clear-day
65,20/07/2021,Tue,1273.23,2167.18,2500.0,2167.18,0,,23.6,23.6,Clear,Clear conditions throughout the day.,clear-day
66,21/07/2021,Wed,2266.24,3216.06,2650.0,3216.06,0,,23.3,23.3,Clear,Clear conditions throughout the day.,clear-day
67,22/07/2021,Thu,1736.82,3002.01,2700.0,3002.01,0,,23.0,23.1,Clear,Clear conditions throughout the day.,clear-day
68,23/07/2021,Fri,2242.14,3808.06,4000.0,3808.06,0,,20.8,20.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
69,24/07/2021,Sat,4096.82,5409.34,5500.0,5409.34,0,,16.1,16.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
70,25/07/2021,Sun,2823.28,3290.16,3000.0,3290.16,0,,17.2,17.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
71,26/07/2021,Mon,1822.83,2762.8,2600.0,2762.8,0,,18.5,18.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
72,27/07/2021,Tue,3329.37,4178.59,2600.0,4178.59,0,,17.2,17.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
73,28/07/2021,Wed,2770.98,3585.03,3000.0,3585.03,0,,15.1,15.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
74,29/07/2021,Thu,2927.66,4045.41,3000.0,4045.41,0,,14.9,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
75,30/07/2021,Fri,3899.34,4995.01,3500.0,4995.01,0,,14.8,14.8,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
76,31/07/2021,Sat,4264.15,5750.72,5000.0,5750.72,0,,15.5,15.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
77,01/08/2021,Sun,2838.74,3408.25,3200.0,3408.25,0,,15.4,15.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
78,02/08/2021,Mon,2072.19,2304.99,2500.0,2304.99,0,,14.2,14.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
79,03/08/2021,Tue,2600.37,3003.24,2500.0,3003.24,0,,14.6,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
80,04/08/2021,Wed,2209.43,2796.28,2650.0,2796.28,0,,16.4,16.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
81,05/08/2021,Thu,3288.11,4084.95,2700.0,4084.95,0,,14.9,14.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
82,06/08/2021,Fri,2628.93,3406.39,3500.0,3406.39,0,,15.7,15.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
83,07/08/2021,Sat,4186.47,5638.91,5000.0,5638.91,0,,14.4,14.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
84,08/08/2021,Sun,2999.4,3708.4,3000.0,3708.4,0,,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
85,09/08/2021,Mon,2248.24,2630.83,2800.0,2630.83,0,,15.1,15.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
86,10/08/2021,Tue,2253.07,2636.24,2800.0,2636.24,0,,15.6,15.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
87,11/08/2021,Wed,1868.81,2310.18,3200.0,2310.18,0,,15.9,15.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
88,12/08/2021,Thu,2464.04,2961.97,3800.0,2961.97,0,,15.4,15.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
89,13/08/2021,Fri,2737.87,3380.33,4100.0,3380.33,0,,15.7,15.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
90,14/08/2021,Sat,2571.32,2880.47,5200.0,2880.47,0,,17.5,17.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
91,15/08/2021,Sun,2800.06,2974.08,3000.0,2974.08,0,,16.1,16.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
92,16/08/2021,Mon,2808.09,3324.72,2500.0,3324.72,0,,14.6,14.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
93,17/08/2021,Tue,2540.65,3166.59,2500.0,3166.59,0,,15.4,15.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
94,18/08/2021,Wed,2722.22,3248.48,2800.0,3248.48,0,,15.3,15.3,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
95,19/08/2021,Thu,2825.4,3207.53,3000.0,3207.53,0,,15.0,15.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
96,20/08/2021,Fri,3253.97,4239.89,4000.0,4239.89,0,,16.5,16.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
97,21/08/2021,Sat,3174.47,4057.83,5000.0,4057.83,0,,16.4,16.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
98,22/08/2021,Sun,2681.97,2769.21,2800.0,2769.21,0,,16.4,16.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
99,23/08/2021,Mon,2461.81,2722.0,2500.0,2722.0,0,,15.8,15.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
100,24/08/2021,Tue,2256.1,2687.84,2500.0,2687.84,0,,15.9,15.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
101,25/08/2021,Wed,2691.86,3743.08,2500.0,3743.08,0,,15.5,15.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
102,26/08/2021,Thu,2232.63,3158.89,2850.0,3158.89,0,,16.3,16.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
103,27/08/2021,Fri,1401.75,2468.57,4000.0,2468.57,0,,13.3,13.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
104,28/08/2021,Sat,5292.53,6460.22,5500.0,6460.22,0,,14.7,14.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
105,29/08/2021,Sun,2872.92,3369.73,3000.0,3369.73,0,,14.8,14.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
106,30/08/2021,Mon,3242.43,3579.73,4000.0,3579.73,0,,14.1,14.1,Overcast,Cloudy skies throughout the day.,cloudy
107,31/08/2021,Tue,2898.77,3605.51,3000.0,3605.51,0,,13.9,13.9,Overcast,Cloudy skies throughout the day.,cloudy
108,01/09/2021,Wed,2585.66,3163.92,3000.0,3163.92,0,,14.3,14.3,Overcast,Cloudy skies throughout the day.,cloudy
109,02/09/2021,Thu,2561.62,3054.34,3000.0,3054.34,0,,14.7,14.7,Overcast,Cloudy skies throughout the day.,cloudy
110,03/09/2021,Fri,2516.18,3685.71,4000.0,3685.71,0,,16.2,16.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
111,04/09/2021,Sat,4397.67,5263.4,5000.0,5263.4,0,,16.1,16.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
112,05/09/2021,Sun,1635.02,1732.01,2500.0,1732.01,0,,16.7,16.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
113,06/09/2021,Mon,2392.15,2979.0,2500.0,2979.0,0,,20.6,20.6,Clear,Clear conditions throughout the day.,clear-day
114,07/09/2021,Tue,1190.29,1679.54,2000.0,1679.54,0,,21.5,21.5,Clear,Clear conditions throughout the day.,clear-day
115,08/09/2021,Wed,1751.51,2439.53,2000.0,2439.53,0,,19.9,19.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
116,09/09/2021,Thu,1736.94,2108.38,2850.0,2108.38,0,,17.4,17.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
117,10/09/2021,Fri,2400.24,3276.55,3500.0,3276.55,0,,16.8,16.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
118,11/09/2021,Sat,4092.64,5187.52,5500.0,5187.52,0,,15.9,15.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
119,12/09/2021,Sun,2808.59,3157.22,3000.0,3157.22,0,,15.0,15.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
120,13/09/2021,Mon,1335.92,1783.92,2000.0,1783.92,0,,15.7,15.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
121,14/09/2021,Tue,1460.58,1872.49,2000.0,1872.49,0,,14.5,14.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
122,15/09/2021,Wed,1682.05,2095.93,2500.0,2095.93,0,,15.4,15.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
123,16/09/2021,Thu,1624.83,2309.78,2700.0,2309.78,0,,15.7,15.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
124,17/09/2021,Fri,2158.09,3404.12,3300.0,3404.12,0,,15.5,15.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
125,18/09/2021,Sat,4993.8,6221.65,5000.0,6221.65,0,,16.1,16.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
126,19/09/2021,Sun,2960.8,3392.37,3000.0,3392.37,0,,14.8,14.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
127,20/09/2021,Mon,877.94,1065.93,2000.0,1065.93,0,,13.9,13.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
128,21/09/2021,Tue,1564.24,2132.36,2000.0,2132.36,0,,14.3,14.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
129,22/09/2021,Wed,1720.84,2266.54,2250.0,2266.54,0,,14.4,14.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
130,23/09/2021,Thu,1432.34,2038.03,2800.0,2038.03,0,,15.5,15.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
131,24/09/2021,Fri,2597.23,3379.39,3500.0,3379.39,0,,15.3,15.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
132,25/09/2021,Sat,4661.26,5308.98,5000.0,5308.98,0,,16.6,16.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
133,26/09/2021,Sun,3119.19,3490.29,3000.0,3490.29,0,,15.7,15.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
134,27/09/2021,Mon,2263.51,2749.88,2200.0,2749.88,0,,13.6,13.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
135,28/09/2021,Tue,2275.79,2837.24,2000.0,2837.24,0,,12.0,12.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
136,29/09/2021,Wed,1592.59,2219.79,2500.0,2219.79,0,,10.1,8.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
137,30/09/2021,Thu,2709.43,3327.27,2800.0,3327.27,0,,12.8,12.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
138,01/10/2021,Fri,2855.78,4015.74,3800.0,4015.74,0,,12.9,12.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
139,02/10/2021,Sat,5124.88,5868.56,5250.0,5868.56,0,,10.9,10.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
140,03/10/2021,Sun,3416.47,3882.72,3000.0,3882.72,0,,10.7,10.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
141,04/10/2021,Mon,2034.47,2374.94,2000.0,2374.94,0,,11.6,11.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain
142,05/10/2021,Tue,1926.54,2599.13,1900.0,2599.13,0,,11.2,10.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
143,06/10/2021,Wed,2150.23,2669.32,2500.0,2669.32,0,,12.1,11.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
144,07/10/2021,Thu,2187.59,2770.79,2750.0,2770.79,0,,15.3,15.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
145,08/10/2021,Fri,2043.13,3207.61,3300.0,3207.61,0,,14.2,14.2,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain
146,09/10/2021,Sat,4916.47,5934.66,6000.0,5934.66,0,,13.7,13.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
147,10/10/2021,Sun,2893.05,3196.94,3300.0,3196.94,0,,14.0,14.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
148,11/10/2021,Mon,892.66,1283.13,2000.0,1283.13,0,,10.3,10.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
149,12/10/2021,Tue,1975.05,2550.04,2200.0,2550.04,0,,11.2,10.7,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain
150,13/10/2021,Wed,2028.7,2605.94,2500.0,859.16,0,,12.9,12.9,Overcast,Cloudy skies throughout the day.,cloudy
151,14/10/2021,Thu,1809.48,2806.12,2600.0,565.85,0,,12.7,12.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
152,15/10/2021,Fri,2847.73,3711.2,3000.0,1853.55,0,,12.2,12.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
153,16/10/2021,Sat,5178.38,5858.57,5200.0,3721.86,0,,12.5,12.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
154,17/10/2021,Sun,2499.63,2928.04,3000.0,1489.42,0,,13.4,13.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
155,18/10/2021,Mon,1643.05,2205.03,2000.0,-839.51,0,,14.1,14.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
156,19/10/2021,Tue,1929.01,2485.4,2200.0,-529.29,0,,16.1,16.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
157,20/10/2021,Wed,1900.12,2490.01,2500.0,-418.47,0,,13.4,13.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
158,21/10/2021,Thu,2017.11,2675.82,2600.0,142.42,0,,8.8,6.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
159,22/10/2021,Fri,2818.83,3428.81,3500.0,-176.7,0,,9.0,7.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
160,23/10/2021,Sat,4866.05,5667.0,5500.0,1053.84,0,,10.3,9.9,Overcast,Cloudy skies throughout the day.,cloudy
161,24/10/2021,Sun,2880.39,3040.85,4000.0,476.39,0,,11.7,11.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
162,25/10/2021,Mon,3109.58,3390.82,2000.0,-55.79,0,,11.3,11.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
163,26/10/2021,Tue,3262.84,3872.5,2500.0,269.64,0,,12.4,11.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
164,27/10/2021,Wed,3342.08,4125.43,3000.0,651.09,0,,14.1,14.1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
165,28/10/2021,Thu,2906.48,3372.59,3000.0,555.27,0,,13.8,13.8,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
166,29/10/2021,Fri,3582.8,4387.89,3800.0,1149.17,0,,11.9,11.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
167,30/10/2021,Sat,4478.65,5266.62,5800.0,-63.37,0,,10.1,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
168,31/10/2021,Sun,2850.5,3239.63,3400.0,885.47,0,,10.7,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
169,01/11/2021,Mon,2608.22,2926.69,2000.0,-900.51,0,,7.9,5.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
170,02/11/2021,Tue,1848.37,2330.76,2000.0,-1445.75,0,,6.6,5.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
171,03/11/2021,Wed,1920.7,2412.74,2500.0,-1593.71,0,,6.1,4.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
172,04/11/2021,Thu,1858.57,2396.5,2700.0,-1545.03,0,,6.1,3.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
173,05/11/2021,Fri,2624.14,3135.85,3300.0,-1514.44,0,,7.0,5.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
174,06/11/2021,Sat,4563.06,5006.44,5000.0,-247.91,0,,10.3,9.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
175,07/11/2021,Sun,2520.81,2762.3,3000.0,322.43,0,,8.3,6.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
176,08/11/2021,Mon,138.78,396.31,1400.0,-2920.27,0,,9.1,8.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
177,09/11/2021,Tue,1092.09,1283.73,1400.0,-1920.9,0,,11.5,11.4,Overcast,Cloudy skies throughout the day.,cloudy
